Age,Family size and dependents,Income,Monthly expenses,Existing investments and assets,Debt obligations,Financial goals,Risk tolerance level,Predicted Investment Return,Investment Category
23.0,4.0,120932.0,4772.0,80248.0,142181.0,vacation,low,0.003466027918122039,bonds
19.0,5.0,30192.0,4267.0,262515.0,230822.0,retirement,high,0.007669745716004577,
30.0,4.0,66413.0,3378.0,757097.0,157088.0,vacation,low,0.1431387662272965,mutual funds
60.0,3.0,173888.0,1142.0,120494.0,143008.0,retirement,medium,0.021342932791640373,bonds
60.0,6.0,69082.0,1165.0,783931.0,142108.0,vacation,medium,0.10627173797052528,
65.0,1.0,95048.0,3926.0,619723.0,432452.0,retirement,high,0.010188930633423937,real estate
,5.0,153130.0,4283.0,554075.0,145093.0,retirement,low,0.016224052835277326,real estate
68.0,3.0,,4201.0,293126.0,299087.0,education,medium,0.0763314377114002,real estate
64.0,2.0,193202.0,1569.0,260768.0,113694.0,buying a house,high,0.06973063952315155,mutual funds
40.0,6.0,70142.0,2849.0,556894.0,234456.0,retirement,medium,0.14273704641598042,stocks
33.0,1.0,66468.0,1712.0,792920.0,212079.0,vacation,,0.1417253179531106,real estate
48.0,4.0,191770.0,1652.0,937654.0,244269.0,,,0.11694129638136976,real estate
28.0,1.0,171727.0,3011.0,782783.0,443232.0,vacation,medium,0.09031527451910246,real estate
33.0,2.0,191147.0,643.0,243867.0,416460.0,vacation,high,0.06824404760895166,bonds
25.0,5.0,170431.0,2989.0,122223.0,456243.0,,,0.05342678014926316,real estate
21.0,5.0,159048.0,3728.0,581224.0,245385.0,retirement,medium,,bonds
57.0,6.0,72056.0,3705.0,627574.0,,buying a house,low,0.09043632171370283,real estate
21.0,5.0,81831.0,4743.0,,301129.0,retirement,low,0.08686087915289917,real estate
42.0,6.0,89191.0,3642.0,,497192.0,retirement,medium,0.03478516826533723,real estate
20.0,6.0,151948.0,3804.0,571669.0,394718.0,buying a house,high,0.00700467268276696,bonds
49.0,6.0,194344.0,1857.0,393609.0,315980.0,vacation,high,,
20.0,4.0,138117.0,,824506.0,361858.0,buying a house,low,0.047060288826698084,stocks
44.0,3.0,44671.0,4685.0,423811.0,3770.0,buying a house,,0.0663883534986688,real estate
46.0,6.0,57048.0,1857.0,578482.0,305009.0,buying a house,low,0.017195991537856024,bonds
,,55963.0,4794.0,714737.0,53811.0,education,medium,0.1255386494863938,bonds
67.0,3.0,73954.0,3692.0,298997.0,266145.0,vacation,medium,0.004144774928389594,stocks
68.0,,125430.0,800.0,345863.0,60848.0,education,low,0.12509861431486446,mutual funds
36.0,6.0,30717.0,1223.0,161733.0,52635.0,education,high,0.02104275191819502,stocks
38.0,,41676.0,3510.0,533512.0,20946.0,,low,0.1329846168946728,stocks
22.0,5.0,165506.0,567.0,715853.0,459350.0,buying a house,medium,0.10946589560042361,bonds
35.0,5.0,,4336.0,653012.0,95852.0,buying a house,low,0.024700539376095763,real estate
45.0,2.0,160830.0,4493.0,247777.0,353247.0,education,high,0.08487269892892021,
59.0,2.0,34994.0,3006.0,177567.0,485260.0,retirement,high,0.04689844715328292,mutual funds
39.0,5.0,34234.0,2037.0,23703.0,305888.0,retirement,medium,0.026734964836737516,mutual funds
38.0,5.0,99300.0,897.0,980584.0,117729.0,retirement,,0.12887732991166626,mutual funds
23.0,4.0,73949.0,3857.0,958319.0,170231.0,vacation,high,0.06052841497608441,mutual funds
18.0,3.0,67405.0,1663.0,957069.0,489028.0,education,low,0.059781557154807374,stocks
22.0,2.0,64872.0,1055.0,990825.0,285815.0,vacation,high,0.025483001220993,stocks
58.0,3.0,72215.0,4161.0,913923.0,147522.0,retirement,medium,,real estate
29.0,4.0,53185.0,,68453.0,408124.0,retirement,,0.13074252694932753,stocks
43.0,5.0,71153.0,3441.0,622766.0,450491.0,,,0.054469306573445384,real estate
63.0,6.0,107535.0,3157.0,511738.0,437574.0,buying a house,medium,0.1427405343749682,real estate
,3.0,163653.0,3295.0,829593.0,442263.0,education,high,0.1419463348812581,real estate
66.0,5.0,81717.0,2829.0,197063.0,428734.0,buying a house,medium,0.021734798896101904,real estate
31.0,5.0,32763.0,2459.0,386440.0,319957.0,vacation,high,0.02659668802839673,bonds
43.0,1.0,122910.0,2101.0,248411.0,96748.0,buying a house,high,0.12940111054978337,real estate
62.0,3.0,85480.0,3293.0,,239292.0,education,medium,0.05891413783870788,stocks
44.0,6.0,,1980.0,829781.0,400022.0,buying a house,high,0.0006560973424514005,stocks
,3.0,148094.0,1602.0,581386.0,104733.0,retirement,high,0.04108077295580565,stocks
43.0,5.0,186379.0,3776.0,380579.0,434107.0,vacation,low,0.08964434897933399,stocks
64.0,6.0,41064.0,1799.0,927636.0,126865.0,vacation,low,0.1198898948939952,bonds
39.0,4.0,106848.0,4379.0,61990.0,345695.0,retirement,low,0.020008292563988932,mutual funds
64.0,1.0,67548.0,2035.0,341065.0,391479.0,retirement,medium,0.016581204662510302,mutual funds
47.0,5.0,198017.0,577.0,701898.0,301364.0,retirement,low,0.13831389803584973,real estate
60.0,2.0,36476.0,3331.0,634860.0,279302.0,education,high,0.11267225517338739,real estate
65.0,2.0,,3910.0,771269.0,343136.0,buying a house,medium,,stocks
34.0,1.0,32382.0,3221.0,279357.0,420804.0,vacation,medium,0.1153780184993892,
43.0,4.0,194474.0,4127.0,134693.0,62576.0,buying a house,medium,0.06432815419599576,mutual funds
53.0,5.0,188018.0,2032.0,185295.0,350171.0,,medium,0.11376836209636898,mutual funds
18.0,3.0,109698.0,737.0,888087.0,155260.0,retirement,high,0.05577044869118036,stocks
25.0,1.0,183407.0,,795786.0,223687.0,buying a house,high,0.03661418587389035,real estate
66.0,4.0,75095.0,3927.0,340515.0,,vacation,low,0.10935201319394529,bonds
52.0,,159974.0,777.0,78274.0,135091.0,education,medium,0.06295084382359024,bonds
69.0,2.0,57197.0,3589.0,904285.0,12419.0,buying a house,low,0.14720656564892923,mutual funds
32.0,2.0,157619.0,1023.0,276278.0,33697.0,retirement,high,0.05242277734621515,mutual funds
64.0,3.0,52010.0,4775.0,887860.0,347076.0,retirement,medium,0.13825911307965988,mutual funds
39.0,1.0,,4718.0,573889.0,381856.0,education,high,0.13994438228506192,bonds
31.0,2.0,,3622.0,870321.0,497784.0,buying a house,low,0.036277942059711916,bonds
43.0,5.0,163962.0,2297.0,287834.0,95428.0,education,high,0.119733177238202,stocks
45.0,6.0,160526.0,2631.0,274053.0,139045.0,education,medium,0.06496117577168477,real estate
40.0,3.0,139162.0,1315.0,363383.0,239073.0,vacation,medium,0.13762870908455221,mutual funds
31.0,3.0,150927.0,3194.0,352176.0,86649.0,vacation,low,0.06751864089528582,stocks
41.0,2.0,38026.0,942.0,546350.0,384793.0,retirement,medium,0.11164555760060492,bonds
19.0,1.0,94925.0,3640.0,347530.0,273280.0,buying a house,high,0.07004511137456967,stocks
62.0,,,,758597.0,346883.0,vacation,high,0.034170113356928426,bonds
43.0,1.0,63665.0,4787.0,700091.0,324646.0,,high,0.029902519341702943,real estate
31.0,4.0,39277.0,1910.0,146225.0,162357.0,buying a house,high,0.06381467913845183,bonds
68.0,4.0,78008.0,4973.0,151553.0,285183.0,retirement,low,0.11332419855213223,stocks
24.0,6.0,44683.0,1034.0,109270.0,328864.0,,high,0.09076072277711501,real estate
20.0,2.0,161742.0,2216.0,862857.0,123168.0,retirement,low,0.10329439348508149,bonds
64.0,2.0,178961.0,3864.0,728960.0,88263.0,buying a house,high,0.042348952609791365,mutual funds
40.0,2.0,108542.0,1532.0,619269.0,59155.0,,low,0.07221530189364082,
63.0,,84319.0,3842.0,,16911.0,retirement,high,0.0066592897453990494,real estate
60.0,4.0,122067.0,1910.0,638758.0,916.0,buying a house,high,0.12262986239371809,stocks
64.0,1.0,182711.0,1672.0,693565.0,321196.0,,low,0.1484838243359812,real estate
62.0,6.0,177705.0,1388.0,98887.0,462326.0,buying a house,medium,0.06103185939370063,stocks
35.0,6.0,195732.0,3838.0,353686.0,232695.0,retirement,medium,0.0016445479697315025,bonds
55.0,1.0,98975.0,2141.0,971653.0,,retirement,medium,0.025468895932642104,bonds
52.0,2.0,193244.0,971.0,845544.0,476377.0,retirement,low,0.09787903166256283,real estate
68.0,5.0,131158.0,3440.0,152012.0,398422.0,education,medium,0.09181189773057888,mutual funds
32.0,1.0,41577.0,,855442.0,121937.0,buying a house,medium,,bonds
42.0,4.0,107299.0,4097.0,742154.0,85053.0,vacation,low,0.038082601644160226,mutual funds
54.0,3.0,50176.0,3325.0,296629.0,312094.0,retirement,medium,0.1145447873320701,mutual funds
45.0,3.0,93972.0,4223.0,623587.0,378355.0,education,medium,0.10319760322855047,real estate
27.0,6.0,150018.0,863.0,,318505.0,vacation,medium,0.048422174657076496,bonds
56.0,3.0,49996.0,2666.0,902016.0,323595.0,retirement,low,0.0818232222085443,mutual funds
34.0,5.0,130922.0,3809.0,404283.0,299840.0,vacation,low,0.02209107127474901,bonds
56.0,2.0,116598.0,1045.0,817039.0,474857.0,education,,0.06788467551533739,stocks
39.0,4.0,65931.0,3740.0,250491.0,,vacation,medium,0.13217960093334613,mutual funds
43.0,5.0,154168.0,2436.0,595885.0,461442.0,retirement,low,0.06317870697380862,real estate
61.0,4.0,196782.0,1462.0,267808.0,102395.0,vacation,medium,0.1259350059713133,real estate
42.0,4.0,153099.0,3505.0,870986.0,386265.0,vacation,low,,mutual funds
34.0,2.0,64693.0,4306.0,976025.0,308872.0,retirement,medium,0.028781506965353514,bonds
30.0,6.0,196812.0,,777842.0,317545.0,education,low,0.08716593670468446,stocks
37.0,3.0,138944.0,4340.0,811619.0,197298.0,education,high,0.07589749937355951,stocks
42.0,2.0,47374.0,1370.0,768271.0,25103.0,vacation,high,0.0597962002794576,real estate
21.0,5.0,111471.0,3485.0,800417.0,427479.0,buying a house,low,0.01794456592741055,real estate
27.0,6.0,75913.0,1365.0,708412.0,257777.0,vacation,high,0.06250629957708446,bonds
20.0,5.0,153683.0,4809.0,160635.0,469837.0,buying a house,medium,0.010914356435944067,real estate
58.0,6.0,74516.0,3703.0,712682.0,312188.0,vacation,low,0.014815357709812687,bonds
62.0,5.0,117796.0,3397.0,726605.0,57730.0,education,low,0.0623874799399074,mutual funds
35.0,2.0,56069.0,2744.0,,25825.0,vacation,medium,0.04580722229526955,stocks
,,148333.0,518.0,290752.0,207328.0,vacation,medium,0.13883164887933352,mutual funds
53.0,6.0,114811.0,,994766.0,497393.0,buying a house,low,0.056355870807040576,real estate
64.0,4.0,148028.0,3583.0,,37271.0,education,medium,0.11367871831081501,stocks
39.0,4.0,69178.0,829.0,722585.0,77256.0,buying a house,low,,
51.0,,62821.0,1365.0,477210.0,439948.0,vacation,medium,0.10561285029635031,mutual funds
64.0,5.0,46999.0,1273.0,262773.0,66433.0,retirement,low,0.03901739745230987,bonds
25.0,4.0,68712.0,4987.0,289365.0,213702.0,vacation,medium,0.14128574592574936,stocks
57.0,1.0,63722.0,2854.0,844938.0,,vacation,medium,0.07951327453716359,bonds
66.0,4.0,40625.0,3838.0,,232062.0,buying a house,high,0.12469861069278744,mutual funds
61.0,5.0,36859.0,4018.0,399821.0,23572.0,retirement,high,,mutual funds
,6.0,140986.0,3442.0,223678.0,38546.0,retirement,high,0.01503170235757868,bonds
59.0,3.0,51839.0,3067.0,431153.0,408366.0,buying a house,medium,0.10105674715812732,mutual funds
58.0,,57216.0,2174.0,465651.0,316309.0,education,low,0.0011639472506136726,stocks
54.0,2.0,82953.0,3183.0,190580.0,325834.0,retirement,medium,0.07129394648482625,mutual funds
23.0,,79522.0,3880.0,796064.0,446880.0,retirement,high,0.028920285399968885,mutual funds
69.0,4.0,165958.0,1239.0,529911.0,475551.0,buying a house,medium,0.09410632566530432,stocks
43.0,6.0,141249.0,,182903.0,206271.0,education,high,0.14691298097067781,bonds
51.0,,37485.0,2759.0,,36948.0,education,high,0.06966043594809689,mutual funds
62.0,6.0,192527.0,1635.0,450523.0,430246.0,vacation,low,0.12262473847885,
23.0,2.0,177839.0,1373.0,713700.0,,vacation,low,0.07616762804266815,stocks
54.0,3.0,142701.0,2800.0,112951.0,100819.0,buying a house,high,0.07437600466560361,bonds
50.0,,189525.0,1251.0,904738.0,353351.0,education,high,0.13956352397681668,bonds
39.0,4.0,132638.0,1353.0,315745.0,484137.0,buying a house,medium,0.1334948803120022,real estate
38.0,3.0,42226.0,4232.0,741316.0,338916.0,vacation,high,0.11787006977819615,real estate
23.0,1.0,123405.0,,82178.0,22024.0,buying a house,medium,0.04443836299751761,mutual funds
23.0,6.0,52588.0,1829.0,226383.0,243480.0,buying a house,high,0.08175126235859108,real estate
65.0,3.0,192781.0,977.0,169826.0,432600.0,retirement,low,0.03358458499585275,real estate
21.0,6.0,67019.0,3226.0,970814.0,82912.0,retirement,low,0.06658750470698097,real estate
47.0,5.0,95133.0,3591.0,79893.0,255233.0,retirement,high,0.07263195986396859,bonds
28.0,4.0,144444.0,4730.0,358943.0,233746.0,vacation,medium,0.12474600602539963,bonds
47.0,6.0,147603.0,1769.0,523223.0,411373.0,buying a house,medium,0.13440425479874896,real estate
48.0,2.0,188598.0,4681.0,844799.0,261139.0,retirement,medium,0.062193009359471675,stocks
41.0,6.0,158585.0,3103.0,285345.0,347625.0,retirement,high,0.002655666760985581,real estate
26.0,5.0,73395.0,1969.0,930243.0,495336.0,retirement,,0.1292660759684032,stocks
20.0,4.0,185103.0,877.0,285375.0,350697.0,vacation,low,0.026141801775204105,bonds
68.0,3.0,155814.0,2180.0,266682.0,132828.0,vacation,low,0.09328229458355902,stocks
48.0,5.0,,741.0,248886.0,231749.0,buying a house,high,0.003745635065119679,bonds
57.0,4.0,142599.0,1419.0,445711.0,461328.0,buying a house,low,0.05992597128908464,stocks
54.0,6.0,55939.0,569.0,424384.0,484219.0,buying a house,medium,0.14789404531730246,bonds
53.0,1.0,181396.0,4424.0,435840.0,102488.0,retirement,medium,0.015104040165570464,bonds
41.0,1.0,183939.0,2586.0,151707.0,96741.0,,high,0.06355397279994635,real estate
48.0,2.0,30203.0,2507.0,544252.0,189123.0,vacation,medium,0.046072492528492826,mutual funds
23.0,4.0,177616.0,1300.0,431001.0,231773.0,retirement,high,0.13576321850823964,mutual funds
19.0,1.0,176971.0,,760406.0,457811.0,retirement,medium,0.13040101618610328,bonds
37.0,3.0,59063.0,1255.0,748157.0,340354.0,buying a house,high,0.035654814045934326,real estate
45.0,4.0,,2495.0,750150.0,,buying a house,medium,0.012178168057564675,mutual funds
28.0,3.0,33748.0,1821.0,742288.0,218961.0,retirement,medium,0.09407075910916762,mutual funds
21.0,3.0,147269.0,2830.0,22336.0,488601.0,vacation,,0.05045530678255646,real estate
32.0,1.0,110764.0,609.0,,397751.0,vacation,low,0.10081265859090946,real estate
23.0,4.0,181956.0,1516.0,430628.0,,retirement,low,0.004817963410172171,
,6.0,186255.0,,92212.0,,education,low,0.020009885276623413,
47.0,5.0,138036.0,524.0,871811.0,238544.0,education,low,0.10295583491589651,stocks
55.0,1.0,180331.0,3338.0,55591.0,410334.0,vacation,low,0.03185559829537466,stocks
68.0,1.0,197031.0,1237.0,858182.0,453028.0,buying a house,high,0.12863815136436024,bonds
,6.0,146525.0,679.0,887080.0,59884.0,education,high,0.008788633156520315,mutual funds
32.0,4.0,194529.0,,892566.0,459384.0,education,low,0.03232229741783619,real estate
28.0,4.0,115679.0,,438670.0,144352.0,buying a house,high,0.1497840372727603,real estate
25.0,3.0,155829.0,842.0,632825.0,407962.0,education,low,,mutual funds
43.0,6.0,158216.0,3123.0,859104.0,364716.0,retirement,high,0.10544484953169653,bonds
68.0,6.0,163175.0,954.0,299372.0,53251.0,education,medium,0.027399457328552052,real estate
62.0,4.0,95901.0,4884.0,24429.0,84821.0,,high,0.09148031024783065,mutual funds
61.0,3.0,177175.0,2776.0,94294.0,83583.0,retirement,high,0.10891591025541277,mutual funds
22.0,1.0,128046.0,1095.0,995312.0,244697.0,education,high,0.04717149537997658,bonds
,2.0,120012.0,4374.0,387721.0,10207.0,vacation,medium,0.12433456679638166,mutual funds
43.0,5.0,108278.0,4997.0,194087.0,202199.0,retirement,low,0.0905126367708425,real estate
21.0,1.0,42391.0,3169.0,884506.0,27757.0,retirement,high,0.058368451442254526,stocks
36.0,4.0,,2635.0,341080.0,409442.0,vacation,,0.08364635900147378,bonds
37.0,5.0,189973.0,4464.0,221979.0,488484.0,vacation,medium,0.08651412711538864,mutual funds
,2.0,150721.0,2065.0,853810.0,454623.0,education,low,0.0248302939040799,bonds
37.0,2.0,127537.0,808.0,47310.0,,education,high,0.06040985548004492,mutual funds
66.0,3.0,111159.0,842.0,636115.0,,buying a house,medium,0.05151458820292396,stocks
29.0,,161040.0,935.0,209899.0,295966.0,,low,0.060135408386868906,bonds
64.0,3.0,199509.0,676.0,438472.0,262070.0,retirement,low,0.11416658827278868,mutual funds
,1.0,65503.0,638.0,217500.0,,vacation,high,0.0723807611200009,stocks
43.0,6.0,105403.0,693.0,109862.0,242955.0,vacation,,0.14104742298588965,
31.0,6.0,194796.0,3757.0,311033.0,445450.0,buying a house,high,0.044051462003765425,mutual funds
55.0,6.0,94286.0,3735.0,323572.0,305495.0,retirement,high,0.062355536742739345,
54.0,5.0,104842.0,1442.0,382646.0,368455.0,retirement,medium,0.11804352157185621,stocks
28.0,6.0,134927.0,4379.0,440423.0,441887.0,buying a house,medium,0.08190368899811254,bonds
53.0,1.0,44908.0,3613.0,584543.0,75320.0,buying a house,high,0.08205422196366716,mutual funds
30.0,3.0,67228.0,3462.0,377968.0,364709.0,buying a house,low,0.008001024450777527,real estate
60.0,,53386.0,1453.0,232603.0,428373.0,education,high,0.05978994940776837,mutual funds
20.0,3.0,58302.0,1802.0,801841.0,282081.0,retirement,low,0.04061005986325987,stocks
50.0,5.0,90815.0,3881.0,52438.0,447506.0,retirement,low,0.1499002684246673,
23.0,3.0,93344.0,3380.0,251482.0,439923.0,,low,0.04625326059484654,stocks
67.0,2.0,196690.0,2687.0,775598.0,273363.0,buying a house,medium,0.13267448021907952,bonds
27.0,3.0,141603.0,1045.0,795372.0,9399.0,buying a house,low,0.10143506025607162,mutual funds
22.0,6.0,91114.0,2427.0,804301.0,126733.0,buying a house,low,0.051137461378813566,stocks
40.0,2.0,55525.0,4652.0,504476.0,229920.0,buying a house,medium,0.08153015675611855,stocks
27.0,3.0,,504.0,722222.0,420873.0,vacation,low,0.12608038199237906,mutual funds
61.0,5.0,144589.0,3981.0,491153.0,282191.0,buying a house,low,0.1325052447046368,real estate
19.0,5.0,175406.0,3753.0,822390.0,231615.0,education,high,0.024059081250921783,stocks
30.0,5.0,124715.0,1862.0,217374.0,469311.0,vacation,low,0.05093597118122544,mutual funds
57.0,4.0,36644.0,2320.0,947272.0,85693.0,vacation,low,0.05028347703203575,bonds
19.0,1.0,131154.0,3163.0,761690.0,100931.0,buying a house,low,0.006306719411391703,bonds
,5.0,194005.0,3438.0,691505.0,465370.0,retirement,low,,mutual funds
18.0,2.0,73469.0,1773.0,347766.0,175963.0,buying a house,low,0.12822300794882818,stocks
54.0,5.0,194759.0,3826.0,511955.0,137852.0,retirement,medium,0.05723615817382766,mutual funds
26.0,4.0,,4159.0,,289194.0,buying a house,low,0.11100539174762655,mutual funds
34.0,,178447.0,3445.0,91948.0,73551.0,,low,,stocks
26.0,2.0,95206.0,3518.0,264657.0,330810.0,retirement,medium,0.05634731032395012,real estate
28.0,4.0,126462.0,1631.0,297740.0,224691.0,retirement,medium,,real estate
32.0,6.0,197679.0,3136.0,610079.0,82016.0,retirement,low,0.10639857791639509,bonds
,2.0,113178.0,3529.0,576694.0,113135.0,retirement,low,0.12818477534118605,real estate
55.0,3.0,185065.0,3519.0,50524.0,53010.0,education,low,0.10287817386022378,mutual funds
52.0,1.0,116724.0,,164404.0,232084.0,retirement,high,0.00268177260522271,stocks
47.0,1.0,126393.0,3659.0,,38165.0,buying a house,high,0.03243493415864868,bonds
,4.0,157314.0,753.0,156836.0,273672.0,buying a house,low,0.010421997732529786,
,6.0,106312.0,828.0,692923.0,382984.0,education,medium,0.08555791493643401,mutual funds
22.0,1.0,105324.0,3091.0,490891.0,180680.0,retirement,low,0.11347165182606185,bonds
61.0,6.0,101196.0,3330.0,177442.0,,buying a house,medium,0.016586878060298915,stocks
67.0,6.0,100014.0,3544.0,801494.0,37136.0,education,medium,0.12575067308900778,real estate
31.0,4.0,169282.0,1920.0,578933.0,404395.0,buying a house,medium,0.08332634675932248,mutual funds
28.0,4.0,171994.0,3901.0,394903.0,348152.0,education,low,0.10349535182125873,stocks
26.0,4.0,197361.0,3392.0,279388.0,12076.0,education,low,0.14571027729129693,mutual funds
51.0,1.0,63340.0,1154.0,933876.0,386055.0,vacation,medium,0.012552148237154597,mutual funds
29.0,4.0,69850.0,1259.0,770769.0,155855.0,vacation,high,0.13518360344666838,mutual funds
52.0,1.0,143711.0,,791608.0,378769.0,retirement,high,0.018915404398111395,stocks
52.0,4.0,41094.0,3471.0,95501.0,177788.0,vacation,high,0.058943820995502334,bonds
18.0,5.0,117959.0,3926.0,127450.0,50298.0,education,medium,0.12771580444966715,mutual funds
57.0,6.0,194490.0,754.0,729831.0,316448.0,buying a house,low,0.13593813551068024,bonds
39.0,4.0,35741.0,4323.0,775893.0,341504.0,buying a house,medium,,bonds
46.0,2.0,141585.0,2376.0,289100.0,69835.0,retirement,high,0.08911569574131377,real estate
25.0,6.0,152564.0,3257.0,967977.0,112424.0,vacation,low,0.10622210018978358,
28.0,6.0,,3124.0,941398.0,139190.0,retirement,medium,0.12491380026790712,bonds
58.0,4.0,146026.0,4621.0,502134.0,469508.0,education,medium,0.018226675430649923,real estate
54.0,3.0,140130.0,3504.0,210658.0,254394.0,vacation,high,0.12151039623438414,real estate
31.0,4.0,52164.0,4234.0,550997.0,319055.0,retirement,medium,0.0721914225767425,bonds
47.0,6.0,196667.0,1744.0,,466705.0,buying a house,low,0.06759351376622534,stocks
52.0,2.0,60257.0,1508.0,390572.0,103088.0,buying a house,high,0.06358496279954974,real estate
38.0,6.0,175283.0,4814.0,287354.0,15185.0,retirement,high,0.07638173778690639,real estate
54.0,2.0,125989.0,2010.0,977014.0,435008.0,retirement,low,0.14175758300919053,stocks
22.0,1.0,166304.0,,,473426.0,retirement,high,0.08223056591882273,stocks
36.0,5.0,82691.0,3008.0,179746.0,50613.0,,,0.14297663073947087,stocks
31.0,6.0,109768.0,3182.0,528467.0,241084.0,education,medium,0.027043519592346087,bonds
43.0,4.0,186685.0,1489.0,110025.0,164999.0,buying a house,,0.10862039682489497,stocks
21.0,1.0,44026.0,4784.0,420949.0,262530.0,education,low,0.12183593079131208,bonds
42.0,5.0,60908.0,754.0,161152.0,485369.0,education,medium,0.10186932470022929,mutual funds
62.0,4.0,,4663.0,505416.0,465944.0,vacation,low,0.09103834203398105,mutual funds
59.0,3.0,93185.0,4952.0,194484.0,469497.0,education,,0.08472191716292733,stocks
42.0,4.0,102567.0,,920908.0,292164.0,vacation,medium,,stocks
35.0,2.0,66182.0,1507.0,200043.0,42678.0,education,high,0.123246989574675,mutual funds
57.0,2.0,146136.0,2255.0,967213.0,217767.0,buying a house,high,0.01834330817708993,bonds
25.0,3.0,161642.0,3071.0,856278.0,61394.0,retirement,low,0.12728814855463172,
56.0,1.0,49288.0,4408.0,75480.0,200017.0,buying a house,high,0.06211029291606637,stocks
57.0,5.0,108824.0,3497.0,777128.0,115377.0,education,,0.03805452449937161,stocks
31.0,4.0,190949.0,3303.0,325104.0,121716.0,,medium,0.1304652852020889,stocks
49.0,2.0,,4265.0,,,retirement,low,0.06480371994506125,mutual funds
68.0,1.0,30917.0,4879.0,444368.0,448032.0,retirement,low,0.1212547035265225,real estate
55.0,3.0,105602.0,3883.0,430466.0,55918.0,vacation,medium,0.03951054179337667,
50.0,6.0,94575.0,598.0,882197.0,484497.0,buying a house,high,0.0005893982133326703,bonds
40.0,2.0,102518.0,696.0,651553.0,242556.0,vacation,high,0.07431887893544166,
32.0,3.0,69104.0,3029.0,844569.0,377784.0,retirement,low,0.015034238496432638,bonds
50.0,4.0,179134.0,1377.0,747371.0,455910.0,buying a house,low,0.11315639332873645,
42.0,5.0,46999.0,2368.0,,160527.0,buying a house,medium,0.04141127041041155,mutual funds
34.0,2.0,171013.0,3165.0,,366590.0,education,medium,0.06654684699052181,real estate
50.0,2.0,91169.0,1888.0,655568.0,169807.0,vacation,low,0.013055034763733136,bonds
64.0,4.0,,2915.0,449628.0,94702.0,vacation,medium,0.0429988872670879,real estate
19.0,6.0,159744.0,1069.0,316020.0,105509.0,education,low,0.11722353648878579,mutual funds
31.0,1.0,140684.0,,890979.0,355752.0,vacation,low,0.02273818678534792,bonds
57.0,5.0,,1565.0,739024.0,114310.0,retirement,high,0.0970739341690436,stocks
57.0,2.0,165601.0,921.0,846659.0,405325.0,retirement,low,0.13761387792067517,real estate
68.0,5.0,42192.0,3383.0,697810.0,307946.0,vacation,,0.10197551396365805,bonds
56.0,2.0,104102.0,1704.0,94433.0,199092.0,education,high,0.12165325339383402,real estate
68.0,5.0,144894.0,1044.0,83704.0,34622.0,buying a house,high,0.016345744395587367,
23.0,3.0,,4666.0,541149.0,109935.0,vacation,medium,,bonds
23.0,2.0,,4139.0,248366.0,260440.0,buying a house,medium,0.13418082783608865,stocks
20.0,5.0,96677.0,1723.0,334058.0,117919.0,education,medium,0.10726584204271337,stocks
24.0,,165699.0,3672.0,73888.0,395813.0,buying a house,low,0.09593307395659667,
68.0,,164327.0,1267.0,875718.0,433813.0,education,high,0.099565010418255,mutual funds
25.0,3.0,166285.0,,595581.0,172026.0,education,low,0.06213008314569651,mutual funds
59.0,1.0,132412.0,1154.0,223596.0,69519.0,retirement,low,0.006683494742647983,real estate
69.0,5.0,,2946.0,78515.0,187187.0,retirement,low,0.11766623131060935,bonds
32.0,4.0,146545.0,,426740.0,498204.0,education,low,0.10180698543230307,bonds
64.0,1.0,186452.0,4166.0,279209.0,436367.0,vacation,high,0.0709206696169087,real estate
46.0,5.0,180245.0,4777.0,,256587.0,retirement,,0.13496394230523862,
50.0,1.0,53989.0,4902.0,623008.0,148112.0,education,low,0.050423949747764825,bonds
69.0,,138106.0,3069.0,174437.0,44772.0,buying a house,medium,0.04414826163468539,bonds
47.0,2.0,54519.0,1513.0,855308.0,122431.0,buying a house,high,0.1309194487619164,real estate
56.0,5.0,52439.0,2551.0,,358234.0,vacation,low,0.11954814821384782,stocks
44.0,4.0,148570.0,4485.0,198929.0,194904.0,buying a house,medium,0.0772469715972517,mutual funds
53.0,2.0,44995.0,4810.0,146694.0,158988.0,buying a house,medium,0.019610210918677495,stocks
,1.0,53559.0,3519.0,880229.0,307015.0,education,low,0.032260720719757864,bonds
55.0,6.0,119049.0,4181.0,251540.0,288516.0,buying a house,high,0.09843419856132099,real estate
50.0,1.0,166093.0,1943.0,625429.0,,buying a house,medium,0.05775618567606175,mutual funds
54.0,1.0,128000.0,4696.0,256476.0,39080.0,buying a house,,0.12547097874989568,bonds
44.0,5.0,182191.0,3510.0,374534.0,106242.0,buying a house,high,0.1424932513998306,
50.0,5.0,69350.0,1072.0,369000.0,304866.0,education,medium,0.12084553879123773,mutual funds
21.0,2.0,55517.0,1832.0,862633.0,29048.0,buying a house,low,0.05663181344933357,stocks
39.0,4.0,183322.0,4502.0,435910.0,85205.0,vacation,medium,0.1183029643847136,
19.0,2.0,119132.0,3634.0,886198.0,402993.0,retirement,medium,0.05271625102060252,mutual funds
27.0,3.0,89546.0,,32995.0,316855.0,vacation,,0.025065013164845083,stocks
22.0,1.0,135686.0,725.0,888752.0,167403.0,retirement,low,0.0050089807298786095,real estate
27.0,6.0,118151.0,4700.0,614429.0,256392.0,vacation,high,0.057857506914153006,mutual funds
50.0,1.0,33327.0,2497.0,673779.0,20968.0,retirement,medium,,bonds
